Unnamed: 0,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
266,6,27,26,25,17,12,14,21,27,22,7,17,6,19,10,17,1,7,1,23,23,20,15,8,20,8,20,12,8
267,6,8,7,8,13,15,21,23,3,10,3,25,8,20,14,18,2,23,4,2,1,17,7,17,7,12,0,24,4
268,6,18,20,7,4,2,14,2,21,8,18,0,18,13,9,20,15,12,4,19,17,5,6,11,15,19,23,20,23
269,6,20,7,13,17,1,17,3,25,18,20,12,5,26,14,10,26,11,28,24,26,25,17,20,4,5,11,11,13
270,6,11,24,1,2,2,19,6,21,7,17,1,18,16,3,22,16,14,5,20,15,3,4,12,16,21,19,14,22
271,6,2,9,12,20,3,25,5,26,1,27,4,3,7,7,6,11,15,21,10,11,11,26,27,28,18,3,20,17
274,6,4,7,11,19,7,22,12,3,0,25,7,21,12,6,13,5,13,20,8,13,19,0,6,0,16,1,22,4
275,6,7,10,9,24,12,6,5,24,7,17,7,20,23,0,24,14,14,11,19,13,3,7,11,13,22,15,13,21
276,6,23,23,1,3,12,13,2,22,19,4,28,4,16,4,20,15,15,6,17,14,4,6,17,10,21,13,9,22
277,6,24,19,17,24,1,7,21,23,23,20,17,6,18,19,16,6,0,0,29,22,13,18,8,12,13,25,24,25
278,6,12,14,13,16,18,20,26,2,13,3,24,8,23,10,8,27,3,15,2,2,21,10,14,7,4,4,22,13
279,6,18,7,10,18,2,24,22,27,14,12,13,4,29,28,13,22,6,4,26,28,0,14,13,28,4,4,22,13
282,6,27,23,1,3,12,22,8,18,26,5,25,3,18,17,21,14,20,10,5,14,7,9,11,13,20,21,22,25
283,6,12,26,8,7,25,5,5,24,4,17,22,26,6,8,6,11,27,28,28,10,7,6,8,9,16,16,12,10
284,6,9,11,14,23,10,28,24,28,2,25,13,28,22,4,19,26,2,16,20,19,19,18,1,14,1,24,8,0
285,6,20,9,10,17,20,18,19,12,18,8,12,9,26,15,4,24,7,20,27,28,27,10,16,16,0,26,27,0
286,6,10,23,3,4,14,23,24,3,13,0,28,7,17,8,14,3,28,1,5,1,16,24,19,1,0,18,25,13
287,6,4,7,12,17,0,16,0,22,0,18,11,18,6,5,15,15,14,15,17,13,3,24,25,1,20,8,4,19
290,6,18,22,4,4,23,13,13,14,11,4,20,10,23,17,24,29,24,4,2,1,21,18,18,2,9,7,26,16
291,6,26,19,18,17,13,22,6,12,26,7,24,5,17,22,21,9,19,6,9,18,12,9,13,14,17,1,27,1
292,6,20,7,6,17,29,2,10,22,20,2,21,11,27,12,7,25,7,13,0,0,24,26,27,1,3,13,12,2
293,6,8,17,18,18,10,18,14,27,29,29,13,0,19,20,21,1,0,1,28,6,12,27,24,3,12,2,17,10
294,6,6,24,1,6,28,4,9,25,3,15,9,21,7,4,14,15,10,11,16,11,4,7,7,8,20,13,3,20
295,7,25,18,18,25,6,23,10,20,21,17,3,24,24,5,22,18,22,10,5,12,2,8,5,25,24,21,1,19
298,7,10,19,19,21,22,12,5,20,9,4,25,9,9,9,8,10,22,19,1,13,8,22,4,15,1,0,26,21
299,7,10,19,19,20,6,12,0,22,11,1,28,5,8,7,8,16,9,15,22,11,3,19,8,14,23,12,9,20
300,7,22,18,15,20,1,27,5,26,17,25,12,25,21,4,16,27,10,22,18,26,27,11,19,22,7,16,5,23
301,7,26,19,20,24,4,26,15,19,21,12,1,12,19,16,18,14,21,12,6,13,6,11,8,16,19,22,2,24
302,7,7,1,19,26,14,5,1,21,11,11,12,1,17,14,14,6,18,11,1,22,15,11,7,17,15,10,10,19
303,7,5,1,25,26,23,9,1,25,7,10,4,20,9,10,7,13,18,20,3,16,8,17,1,14,18,12,4,16
306,7,18,27,27,27,16,18,13,9,9,8,19,11,22,5,8,25,4,13,0,0,25,8,16,16,7,1,21,4
307,7,21,19,19,23,20,9,6,16,18,2,26,7,14,16,15,2,9,6,17,24,9,27,26,2,9,19,2,11
308,7,14,7,10,23,20,26,7,5,12,9,14,9,25,12,11,27,2,22,12,19,22,19,7,10,1,23,7,0
309,7,28,29,29,22,25,8,16,13,17,2,27,7,24,8,10,23,7,9,25,28,25,15,5,1,4,17,11,19
310,7,27,29,28,23,18,27,1,12,8,27,3,5,29,20,6,22,5,22,23,27,27,13,20,8,1,15,8,25
311,7,25,22,23,23,12,18,13,15,25,0,28,4,15,16,17,8,9,2,19,20,12,23,12,11,13,23,2,6
314,7,16,24,24,20,27,8,10,10,9,6,23,10,23,15,18,0,3,16,3,2,17,19,3,16,9,1,18,23
315,7,24,7,10,15,28,17,4,21,24,25,18,6,23,1,28,13,12,2,20,18,7,7,6,24,16,18,2,14
316,7,24,12,22,25,1,14,7,24,23,20,9,23,20,8,25,18,21,5,13,14,2,7,10,16,25,24,15,24
317,7,25,8,7,19,8,16,8,16,27,22,5,22,21,9,21,10,16,6,13,18,8,1,11,27,15,24,12,3
318,7,25,23,0,2,3,22,8,18,26,20,2,19,10,19,16,20,16,6,13,14,6,22,2,28,21,24,13,25
319,7,22,27,28,26,10,11,6,23,16,21,12,24,12,4,23,17,19,8,15,13,1,16,12,14,25,15,3,20
322,7,12,7,12,27,5,10,3,0,9,11,15,27,8,10,8,15,18,19,5,9,7,22,7,9,22,4,5,25
323,7,8,1,26,24,3,11,3,23,25,19,7,22,29,0,28,17,16,19,24,12,2,5,13,25,23,19,9,21
324,7,25,14,17,18,22,24,22,14,23,16,23,4,16,2,27,5,26,28,26,21,14,13,5,15,12,15,6,13
325,7,22,23,23,21,24,12,16,12,16,3,23,8,26,15,3,25,6,18,19,28,25,21,15,2,3,18,7,16
326,7,19,18,13,20,8,11,2,23,29,25,18,21,6,21,23,19,15,7,23,14,3,23,0,28,23,21,7,22
327,7,13,16,23,28,6,14,4,21,12,23,17,24,14,2,23,14,20,15,7,9,2,20,12,9,24,7,6,23
330,8,0,19,6,2,17,19,10,16,23,18,4,9,19,20,3,0,17,29,25,27,21,25,8,27,7,8,24,16
331,8,27,3,16,27,0,29,29,15,27,19,1,17,0,29,23,19,29,28,28,20,3,20,5,27,26,7,23,17
332,8,1,2,16,26,9,0,24,9,2,28,0,0,2,20,0,18,23,17,17,6,2,1,26,26,24,3,21,8
333,8,27,6,20,25,29,0,27,21,28,9,6,21,3,24,17,15,27,22,23,23,3,1,17,26,22,7,23,17
334,8,14,4,21,0,9,16,15,1,14,22,10,0,26,23,2,0,6,21,22,27,25,5,20,21,3,9,15,16
335,8,1,4,3,2,7,7,3,22,5,8,20,0,27,2,9,22,25,20,23,8,0,1,26,26,25,2,18,8
338,8,10,1,16,25,10,20,14,6,1,18,26,17,15,26,23,1,18,16,11,11,16,6,20,22,19,2,17,9
339,8,28,6,20,2,4,23,12,17,12,15,7,9,17,26,29,24,12,21,23,28,16,4,22,17,8,11,5,19
340,8,7,1,9,28,6,1,27,6,1,3,24,15,7,4,13,5,17,15,15,5,10,4,22,25,18,4,20,16
341,8,8,3,21,26,6,1,24,4,8,29,15,18,4,29,28,4,22,11,13,8,11,6,21,22,18,4,20,16
342,8,1,4,1,2,8,11,7,19,14,7,1,20,1,4,22,12,27,21,24,12,0,1,26,26,26,8,22,14
343,8,9,2,16,27,29,0,29,0,12,5,19,29,13,29,28,29,15,21,8,7,15,4,22,25,10,13,17,4
346,8,2,2,21,26,5,0,28,3,2,1,21,9,15,0,25,3,18,18,8,8,14,1,27,25,26,9,22,15
347,8,29,4,26,0,13,19,19,20,27,13,6,23,7,24,17,29,23,21,19,24,12,5,21,22,13,7,23,17
348,8,16,3,22,27,11,19,18,7,10,23,13,0,22,21,7,0,0,3,11,4,22,5,23,22,0,8,15,14
349,8,29,6,0,2,11,21,18,17,24,9,20,26,6,25,7,5,21,18,18,24,13,0,25,25,12,9,22,15
350,8,26,2,14,26,29,0,29,0,27,20,2,18,19,1,27,19,29,27,28,18,0,1,5,27,26,7,24,16
351,8,5,2,10,1,6,9,8,20,16,28,29,26,28,1,29,0,21,5,28,11,0,4,2,27,26,11,3,12
354,8,16,1,11,1,4,29,26,14,27,22,13,20,1,22,17,19,29,28,28,17,1,0,20,26,26,9,22,15
355,8,6,1,20,0,2,20,10,15,0,17,9,22,1,14,18,6,24,8,18,8,1,5,23,22,26,2,23,8
356,8,19,2,16,26,7,25,18,14,15,23,9,0,22,23,3,0,11,22,8,20,21,3,24,24,5,5,18,15
357,8,11,1,15,1,4,10,15,18,27,29,26,21,1,6,19,9,28,24,26,11,0,5,22,23,26,5,21,15
358,8,0,21,1,2,29,2,23,20,27,20,9,21,2,21,13,19,28,24,23,20,4,1,22,25,23,9,23,15
359,8,20,1,15,27,9,22,11,18,8,29,23,9,24,29,10,0,7,21,20,28,23,3,9,18,5,6,14,18
362,9,7,26,28,28,23,9,10,27,12,18,13,26,13,14,2,2,15,5,10,8,23,3,9,18,5,6,14,18
363,9,16,24,26,26,13,24,23,0,29,27,11,13,25,7,11,24,4,12,6,25,23,3,9,18,5,6,14,18
364,9,22,2,6,1,15,8,17,1,25,7,6,20,2,23,1,20,26,25,13,25,23,3,9,18,5,6,14,18
365,9,1,22,3,3,5,5,15,6,12,28,2,17,6,1,27,29,20,5,7,6,23,3,9,18,5,6,14,18
366,9,21,0,19,1,5,28,25,12,27,10,0,17,2,8,4,18,26,20,12,20,23,3,9,18,5,6,14,18
367,9,16,26,27,28,6,16,18,15,17,2,22,27,7,0,19,28,15,22,13,25,23,3,9,18,5,6,14,18
370,9,16,3,5,28,12,6,8,1,24,4,14,22,1,24,1,19,25,19,9,20,23,3,9,18,5,6,14,18
371,9,2,3,9,27,4,6,6,17,12,22,18,25,3,0,12,4,24,7,9,10,23,3,9,18,5,6,14,18
372,9,2,24,22,2,5,11,18,13,15,21,7,21,2,21,14,9,25,8,7,9,23,3,9,18,5,6,14,18
373,9,3,4,10,25,8,2,28,0,0,24,20,15,9,7,4,4,17,10,8,5,23,3,9,18,5,6,14,18
374,9,17,14,16,1,25,0,29,13,24,5,11,20,3,8,14,16,25,16,9,22,23,3,9,18,5,6,14,18
375,9,6,0,14,0,7,5,10,14,26,15,0,14,1,18,9,12,24,11,12,12,23,3,9,18,5,6,14,18
378,9,4,0,19,0,3,7,4,1,10,29,14,19,2,13,6,7,23,9,11,8,23,3,9,18,5,6,14,18
379,9,13,5,9,28,9,25,26,15,22,5,11,20,1,13,11,18,26,15,7,21,23,3,9,18,5,6,14,18
380,9,1,5,2,2,6,4,4,3,0,9,17,17,4,1,16,1,22,5,12,7,23,3,9,18,5,6,14,18
381,9,15,26,27,1,15,17,21,2,12,2,24,14,23,15,19,21,0,12,2,3,23,3,9,18,5,6,14,18
382,9,24,27,28,28,12,20,24,14,22,1,23,24,15,0,11,4,16,16,3,25,23,3,9,18,5,6,14,18
383,9,14,21,19,1,10,18,14,15,21,7,13,25,6,27,6,20,16,17,6,25,23,3,9,18,5,6,14,18
386,9,28,19,6,3,8,9,12,7,22,17,28,23,1,22,10,16,26,17,10,15,23,3,9,18,5,6,14,18
387,9,18,24,26,28,22,16,10,8,0,29,24,0,25,4,17,28,6,10,8,23,23,3,9,18,5,6,14,18
388,9,23,0,2,0,9,7,5,27,24,7,8,26,6,9,2,12,21,15,6,23,23,3,9,18,5,6,14,18
389,9,8,24,6,5,8,4,9,12,16,12,7,0,1,18,7,8,23,12,11,10,23,3,9,18,5,6,14,18
390,9,15,24,18,2,15,27,7,21,26,5,10,19,2,21,14,18,27,25,13,23,23,3,9,18,5,6,14,18
391,9,21,29,29,0,1,29,28,12,26,8,2,28,3,16,13,14,25,27,18,24,23,3,9,18,5,6,14,18
394,9,10,27,28,28,20,13,14,0,5,21,11,0,12,6,1,21,0,13,7,2,23,3,9,18,5,6,14,18
395,9,0,29,29,1,8,9,3,28,15,11,14,7,24,26,5,20,10,12,7,24,23,3,9,18,5,6,14,18
396,9,11,26,27,28,18,14,14,3,5,21,3,17,19,6,0,0,2,8,3,6,23,3,9,18,5,6,14,18
397,9,23,0,24,0,7,12,13,28,21,22,19,29,12,28,18,2,12,17,6,26,23,3,9,18,5,6,14,18
398,9,7,25,25,1,9,21,19,14,22,22,16,20,1,22,14,14,27,23,15,16,23,3,9,18,5,6,14,18
399,9,0,20,0,0,11,0,29,3,0,27,16,17,6,7,1,14,22,11,12,6,23,3,9,18,5,6,14,18
402,9,0,18,5,3,6,19,20,14,23,10,15,20,1,25,15,14,27,22,13,14,23,3,9,18,5,6,14,18
403,9,18,27,28,28,14,22,22,5,11,28,25,9,24,16,12,26,6,15,14,27,23,3,9,18,5,6,14,18
404,9,9,3,15,25,7,3,17,17,21,23,16,20,26,0,22,0,25,11,11,12,23,3,9,18,5,6,14,18
405,9,10,0,29,0,7,16,21,28,25,1,23,16,8,7,1,4,18,6,11,7,23,3,9,18,5,6,14,18
406,9,11,29,29,1,19,16,15,28,14,18,27,5,26,10,8,27,7,12,8,25,23,3,9,18,5,6,14,18
407,9,3,26,28,1,9,3,23,28,5,2,24,1,16,8,4,1,12,7,5,11,23,3,9,18,5,6,14,18
410,10,23,24,17,5,21,2,15,0,26,0,28,5,14,1,24,3,21,5,18,21,14,8,21,17,0,26,26,8
411,10,22,14,2,4,29,22,2,15,26,16,0,18,0,29,27,16,26,8,27,21,10,23,1,20,21,4,23,16
412,10,9,14,4,28,0,29,29,8,2,15,15,13,23,17,8,27,0,0,22,5,21,8,22,17,1,25,26,0
413,10,4,13,0,6,0,1,6,18,18,17,2,14,7,10,13,12,14,14,19,7,6,0,25,24,8,26,27,0
414,10,26,2,11,1,24,2,13,0,27,15,6,13,10,13,24,9,21,3,15,14,7,7,21,22,19,20,23,9
415,10,23,10,0,4,1,29,28,10,27,15,2,17,7,7,24,5,15,0,29,23,9,1,23,24,15,3,24,16
418,10,9,2,7,23,14,7,12,5,29,7,0,16,5,9,5,9,22,19,19,7,6,10,19,16,25,3,3,19
419,10,21,17,1,5,1,1,4,24,29,1,10,19,2,26,24,18,17,3,23,14,1,1,24,24,24,11,20,12
420,10,25,13,5,4,9,5,0,26,26,16,1,19,1,27,25,18,27,12,22,19,15,2,27,25,24,3,24,17
421,10,4,22,9,5,20,15,5,7,0,29,16,15,16,25,27,2,13,22,15,8,15,7,21,20,15,0,26,1
422,10,16,15,2,5,1,1,11,25,28,1,9,19,9,2,28,16,22,9,19,11,2,1,26,25,25,4,20,10
423,10,8,1,12,21,12,15,12,6,5,11,2,15,9,7,12,5,13,14,17,6,11,10,19,17,23,2,16,22
426,10,21,16,1,13,0,29,29,12,28,0,29,5,28,1,29,29,11,3,24,24,17,9,2,21,9,13,11,11
427,10,16,9,2,4,23,7,23,20,23,13,7,23,10,1,25,24,13,27,15,1,24,2,24,23,7,10,4,0
428,10,5,12,0,1,9,17,3,28,1,6,13,15,18,19,22,0,9,8,12,10,16,2,24,22,7,10,4,0
429,10,4,9,0,4,8,6,29,27,0,23,14,14,23,18,4,2,11,17,9,10,16,1,26,25,11,3,23,7
430,10,19,15,0,2,16,26,19,18,20,19,14,10,27,29,22,0,10,23,22,28,26,7,1,20,6,9,16,14
431,10,23,22,14,5,12,11,0,16,18,20,8,6,24,4,18,23,10,20,14,27,26,0,27,28,7,9,13,15
434,10,21,22,20,5,8,10,5,11,21,10,29,3,11,3,16,26,28,29,28,23,19,6,13,13,9,10,12,14
435,10,24,18,1,12,5,6,0,0,25,17,6,11,13,1,29,5,11,1,25,21,13,2,26,25,12,13,20,13
436,10,28,2,13,5,8,3,3,6,25,19,0,15,3,26,26,17,24,6,13,9,1,4,18,25,26,8,11,11
437,10,7,8,0,27,11,22,17,3,13,0,26,14,21,19,0,26,29,28,13,0,19,3,22,22,0,5,23,13
438,10,16,9,2,4,14,17,21,19,23,16,6,22,10,27,29,26,28,29,28,25,15,2,23,20,9,3,24,16
439,10,29,14,21,5,5,15,6,9,19,18,4,24,7,0,28,9,25,9,17,12,2,1,26,24,22,3,25,12
442,10,3,11,0,10,8,21,14,8,4,5,25,7,8,12,13,2,17,12,14,8,13,2,25,22,6,4,15,17
443,10,13,2,10,26,0,29,29,11,29,5,8,20,5,3,19,10,24,18,17,9,3,12,19,17,25,24,0,0
444,10,25,17,1,5,1,1,5,18,29,2,8,24,2,27,26,19,12,1,20,15,5,1,21,26,23,11,21,12
445,10,2,11,1,4,6,23,9,11,0,22,8,14,4,16,1,7,20,10,14,7,7,2,24,22,23,11,21,12
446,10,12,8,0,3,0,29,29,9,9,13,11,12,24,22,6,22,5,19,6,18,23,1,27,26,4,3,17,13
447,10,25,16,2,4,4,1,11,25,25,16,1,15,5,25,23,17,21,4,15,17,5,0,20,26,17,21,16,10
450,10,8,21,5,3,10,25,19,11,2,12,14,14,14,2,18,25,12,24,9,21,19,7,22,21,0,26,27,0
451,11,3,13,12,9,18,3,26,28,25,29,28,22,26,16,5,27,29,1,10,2,24,22,6,4,3,13,18,9
452,11,16,13,11,12,25,6,26,28,15,9,20,6,28,16,0,2,5,18,29,27,26,20,1,24,3,19,0,19
453,11,9,18,17,18,20,11,22,0,24,29,24,22,25,14,2,26,4,13,7,0,23,17,7,3,3,3,23,7
454,11,21,13,5,9,26,7,26,4,22,29,29,28,16,24,19,9,15,7,13,20,13,15,5,13,14,1,26,3
455,11,12,11,11,10,24,9,25,8,18,29,28,26,17,19,13,3,8,12,10,27,19,23,14,1,7,20,4,1
458,11,16,12,8,11,28,2,18,17,8,0,29,23,18,24,16,7,8,16,15,0,14,25,22,4,11,21,2,4
459,11,21,12,7,11,13,4,20,28,21,8,23,28,18,24,24,13,16,10,8,17,10,12,6,16,18,1,27,2
460,11,13,18,14,10,14,11,2,0,12,0,29,26,12,13,15,3,7,2,25,25,19,27,27,28,8,3,19,1
461,11,11,16,12,7,16,3,6,0,14,24,24,25,14,22,18,7,14,14,20,19,12,13,5,12,14,23,16,25
462,11,12,10,7,10,24,6,22,27,11,25,26,4,28,18,0,26,5,14,10,0,19,25,1,27,4,10,20,2
463,11,2,15,11,13,15,11,23,0,0,10,13,18,18,23,25,1,6,26,27,5,18,25,20,2,14,24,12,0
466,11,12,16,10,11,22,13,29,6,14,24,25,26,28,17,2,23,7,16,4,0,26,17,23,1,4,13,8,4
467,11,13,13,5,9,29,3,9,22,12,12,29,1,14,14,20,10,19,23,23,16,9,22,12,11,18,8,22,22
468,11,16,14,5,10,20,17,12,14,0,9,8,17,23,22,25,15,13,10,13,16,9,18,18,9,16,19,9,23
469,11,1,11,8,8,12,17,23,4,14,22,9,21,6,16,5,10,4,10,17,13,8,9,13,3,13,1,21,21
470,11,7,15,9,7,5,16,4,22,19,28,23,22,22,18,12,7,29,7,6,2,17,13,0,23,9,23,13,14
471,11,4,19,16,16,15,12,21,2,0,3,11,18,19,5,22,29,22,27,20,3,18,18,6,4,3,23,20,0
474,11,8,22,20,17,14,19,22,7,23,23,8,19,18,24,22,2,5,25,14,4,16,16,2,7,11,13,25,18
475,11,11,16,13,10,21,13,11,17,14,26,25,25,27,15,5,26,1,19,5,22,25,14,0,7,8,17,1,14
476,11,10,17,14,11,24,3,25,27,12,26,26,25,29,19,0,23,4,16,10,28,20,26,5,0,4,22,26,25
477,11,19,10,8,10,21,19,17,9,16,17,4,18,21,26,22,12,13,8,10,19,12,19,17,9,14,19,7,1
478,11,15,12,5,9,29,5,8,19,17,7,25,28,15,21,23,13,13,5,20,17,9,14,10,12,17,1,26,25
479,11,16,13,8,13,28,3,13,11,16,9,26,29,20,19,14,29,9,21,27,27,22,7,16,2,6,5,25,24
482,11,3,11,5,8,14,18,24,7,26,0,29,2,17,18,20,1,29,29,22,11,19,16,1,2,9,24,1,0
483,11,1,15,10,10,15,11,23,8,2,14,12,18,15,9,11,4,16,27,26,5,15,23,16,2,15,21,21,15
484,11,12,20,17,10,20,4,22,28,8,12,21,4,29,29,25,22,4,9,1,0,27,11,27,0,2,13,3,19
485,11,6,15,9,8,20,5,27,27,7,14,21,2,25,6,20,27,2,22,12,18,25,5,27,1,8,1,22,6
486,11,17,15,11,14,28,3,20,7,16,2,29,28,16,20,15,5,18,27,28,23,17,17,2,2,11,0,24,5
487,11,15,15,11,8,28,6,17,7,15,0,27,25,14,20,21,7,23,28,29,22,13,22,20,4,12,24,22,1
490,11,4,11,6,9,28,7,7,18,5,5,29,4,21,15,8,4,1,23,22,3,16,18,3,28,17,26,15,0
491,11,1,13,11,9,9,21,29,2,9,22,15,25,10,9,5,6,0,5,27,5,15,9,0,3,26,3,26,20
492,11,3,12,7,11,27,7,3,23,4,15,29,0,8,19,5,7,1,2,0,0,9,20,8,6,13,2,9,22
493,11,9,11,9,8,29,2,7,22,21,20,7,18,14,23,21,12,13,17,16,17,7,25,24,7,18,22,17,22
494,11,2,13,15,7,27,3,13,24,6,22,14,21,11,13,11,15,25,28,23,15,7,15,4,8,19,17,11,20
495,11,10,11,8,7,23,14,20,2,15,23,11,19,13,19,27,13,2,1,26,18,7,9,7,11,17,19,22,23
498,11,4,13,10,7,18,17,18,4,12,23,11,19,13,4,20,13,29,29,26,17,8,7,15,8,16,12,11,21
499,11,3,16,8,7,6,15,8,23,11,25,19,22,12,17,9,11,17,21,4,23,12,14,2,20,13,1,21,20
500,11,6,20,22,8,16,8,28,0,3,18,17,29,18,5,21,29,29,29,22,0,19,9,0,3,11,17,16,19
501,11,3,18,13,16,15,12,8,13,26,24,6,19,13,18,6,9,6,25,26,6,13,12,4,1,11,16,22,16
502,12,17,11,9,10,14,10,12,27,19,25,27,27,20,17,14,29,18,29,29,25,23,16,6,2,8,17,0,9
503,12,7,15,12,17,20,12,26,0,6,16,23,1,27,15,1,25,3,26,6,8,23,11,10,23,7,6,13,8
506,12,29,29,29,14,10,25,19,16,24,19,11,27,22,26,20,7,15,7,6,23,15,21,20,7,11,15,3,12
507,12,24,26,23,15,29,18,3,26,15,11,15,4,29,22,0,22,5,4,27,28,25,24,23,20,4,10,8,1
508,12,20,15,16,10,19,20,16,10,20,0,28,27,19,21,17,5,0,0,29,23,16,15,6,12,10,20,6,5
509,12,8,19,19,24,18,10,4,19,5,13,18,3,21,19,20,0,0,19,26,3,19,16,7,10,13,17,25,22
510,12,14,12,19,22,23,14,25,1,11,17,21,29,29,18,2,22,7,13,12,27,27,24,24,22,0,26,27,2
511,12,8,18,15,12,28,4,4,24,8,17,10,22,13,13,13,15,18,2,3,3,1,27,26,6,18,1,13,25
514,12,22,16,13,11,3,29,23,12,23,2,26,27,6,28,29,17,19,14,9,16,6,7,17,20,19,20,7,1
515,12,23,21,22,13,20,22,19,17,17,20,17,27,14,23,18,7,0,0,29,22,17,20,2,7,10,23,15,6
516,12,5,17,12,12,27,4,4,23,6,16,16,27,17,13,12,12,20,14,0,19,10,25,21,4,18,21,7,15
517,12,11,25,24,19,29,3,10,24,0,12,0,19,9,15,9,11,11,20,27,11,7,10,15,20,19,2,17,24
518,12,5,21,17,11,19,11,2,17,3,14,23,1,16,10,11,6,20,7,1,24,13,24,17,8,22,26,25,0
519,12,20,20,19,15,24,14,15,3,15,14,17,1,21,17,13,29,2,27,29,0,23,14,17,2,5,14,25,16
522,12,15,17,19,24,25,7,15,4,12,15,17,1,22,7,12,27,5,2,26,26,26,9,0,26,5,16,4,24
523,12,25,20,18,11,6,22,14,18,23,17,2,21,20,27,23,18,26,2,1,3,9,10,15,16,16,26,24,3
524,12,16,22,20,12,19,10,8,22,13,2,26,25,10,18,23,12,15,8,18,15,7,16,12,13,21,10,2,5
525,12,29,29,29,21,3,27,19,18,19,14,11,3,11,23,20,19,16,9,17,16,12,26,12,0,17,24,17,3
526,12,16,12,13,10,21,4,17,0,16,21,25,28,29,23,2,22,7,10,27,0,26,23,27,1,3,16,3,2
